Draft,Bwc_most_infl,Bwc_least_infl,Bwc_avg,Email_count_most_infl,Email_count_least_infl,Email_count_avg,Age_most_infl,Age_least_infl,Age_avg,Total_authors,In_top10,In_next20,Draft_published_most_infl,Draft_published_least_infl,Draft_published_avg,Areas_most_infl,Areas_least_infl,Areas_avg,Mlist_count_most_infl,Mlist_count_least_infl,Mlist_count_avg,cisco,huawei,ericsson,nokia,juniper,nortel,microsoft,sun,at&t,china mobile,alcatel-lucent,nec,comcast,google,ibm,alcatel,mit,uc3m,france,tsinghua university
draft-iab-crypto-alg-agility,0.172,0.172,0.172,1343,1343,1343.0,22.5,22.5,22.5,1,1,0,1,1,1.0,11,11,1.0,69,69,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-sisalem-mediactrl-mrbctrl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-dime-group-signaling,0.0565,0.0,0.021,158,1,69.667,16.5,21.5,18.833,3,1,1,1,0,0.667,7,1,0.667,16,1,7.667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
draft-cheng-ospf-ipv4-embedded-ipv6-routing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-sipcore-presence-scaling-requirements,0.3752,0.0,0.083,1880,5,418.4,17.0,3.5,8.2,5,2,0,1,1,1.0,8,1,1.0,46,2,14.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
draft-ietf-simple-intradomain-federation-callflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-ecrit-car-crash,0.3858,0.048,0.184,2128,873,1293.333,15.0,20.5,17.667,3,3,0,1,1,1.0,12,6,1.0,82,31,50.333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bao-v6ops-rfc6145bis,0.2423,0.0025,0.069,1669,65,761.4,25.5,10.5,13.6,5,2,3,1,1,1.0,11,5,1.0,86,6,30.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-ccamp-ospf-interas-te-extension,0.0,0.0,0.0,86,51,68.5,2.0,3.5,2.75,2,0,0,1,1,1.0,3,1,1.0,10,4,7.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-marx-qlog-event-definitions-quic-h3,0.008,0.008,0.008,35,35,35.0,2.0,2.0,2.0,1,0,1,0,0,0.0,2,2,0.0,3,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-pala-composite-crypto,0.0305,0.0305,0.03,183,183,183.0,19.0,19.0,19.0,1,1,0,1,1,1.0,5,5,1.0,19,19,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-jennings-perc-double,0.113,0.0476,0.088,1242,1018,1019.667,15.5,23.0,18.0,3,3,0,1,1,1.0,10,8,1.0,57,28,45.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-karagiannis-conex-throughput-exposure,0.0428,0.0121,0.027,304,546,425.0,10.0,10.0,10.0,2,2,0,1,1,1.0,7,7,1.0,31,14,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
draft-cheng-supa-ddc-use-cases,0.0146,0.0002,0.005,127,63,123.4,9.5,1.0,7.7,6,2,1,1,1,0.8,7,2,0.8,21,4,15.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
draft-jain-sip-transport-layer-connection-reuse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hedin-ippm-type-p-monitor,0.1147,0.0,0.041,1133,1,397.667,18.5,0.0,7.667,3,1,1,1,1,1.0,6,1,1.0,44,1,16.667,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-hip-rfc5205-bis,0.0006,0.0006,0.001,80,80,80.0,11.5,11.5,11.5,1,0,0,1,1,1.0,4,4,1.0,9,9,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hartke-t2trg-coral-reef,0.0014,0.0014,0.001,229,229,229.0,11.0,11.0,11.0,1,0,0,1,1,1.0,6,6,1.0,15,15,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-smyslov-ipsecme-ikev2-qr-alt,0.0231,0.0231,0.023,637,637,637.0,22.5,22.5,22.5,1,1,0,1,1,1.0,9,9,1.0,24,24,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-azinger-cidrv6,0.2963,0.0001,0.099,1448,17,513.667,18.5,2.0,8.0,3,1,0,1,1,1.0,9,4,1.0,37,9,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-decade-integration-example,0.0027,0.0,0.001,180,0,60.667,5.0,6.5,4.0,5,0,1,1,1,1.0,4,0,1.0,14,0,5.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-wijnands-mpls-mldp-csc,0.0175,0.0017,0.011,176,54,94.667,9.0,2.0,5.333,3,2,0,1,1,1.0,6,1,1.0,17,3,8.333,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
draft-tiruveedhula-mpls-mldp-mib,0.0,0.0,0.0,23,2,12.0,11.0,0.0,6.0,3,0,0,1,1,1.0,3,1,1.0,6,1,3.667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-ipsecme-safecurves,0.5372,0.0107,0.274,2473,571,1522.0,14.5,16.5,15.5,2,2,0,1,1,1.0,10,8,1.0,60,40,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-tschofenig-tls-dtls-rrc,0.3631,0.0257,0.194,1473,374,923.5,18.0,18.0,18.0,2,2,0,1,1,1.0,9,8,1.0,45,26,35.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ioseb-dzmanashvili-property-and-context-link-relations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-chakrabarti-mip4-mcbc,0.0454,0.0002,0.03,907,30,566.6,10.5,2.0,7.8,5,4,0,1,1,1.0,4,3,1.0,21,5,16.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-peng-p2psip-network-management-scenarios,0.2022,0.0,0.067,732,1,244.333,16.0,0.0,4.167,6,1,0,0,1,0.333,8,1,0.333,50,1,17.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
draft-cardona-cablelabs-urn,0.0235,0.0,0.015,216,11,127.0,11.0,8.5,9.333,3,2,0,1,0,0.667,6,2,0.667,18,3,11.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-flinck-lisp-membertest,0.0082,0.0082,0.008,222,222,222.0,6.0,6.0,6.0,1,0,1,0,0,0.0,5,5,0.0,6,6,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-boutros-nvo3-mac-move-over-geneve,0.0015,0.0001,0.001,143,25,84.0,11.0,4.0,7.5,4,0,0,1,1,1.0,3,1,1.0,11,2,6.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-pwe3-multiplexing-isdn-interfaces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-mext-generic-signaling-message,0.0809,0.0094,0.045,1284,167,725.5,4.5,5.0,4.75,2,1,1,1,1,1.0,3,1,1.0,9,6,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-lisp,0.0342,0.0014,0.018,935,185,389.0,22.0,6.0,15.5,4,2,1,1,1,1.0,6,6,1.0,15,9,15.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-oauth-pop-architecture,0.3782,0.0006,0.169,2238,78,1356.6,14.5,6.5,8.9,5,4,0,1,1,1.0,12,2,1.0,93,4,30.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-trill-directory-extensions,0.1971,0.0,0.083,1257,0,682.25,24.5,-3.0,14.0,4,3,0,1,1,1.0,9,0,1.0,51,0,32.25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-zhang-idr-transitive-gr,0.0251,0.0251,0.025,167,167,167.0,13.0,13.0,13.0,2,1,0,1,1,1.0,6,6,1.0,17,17,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-droms-dhc-dhcpv6-default-router,0.1574,0.1485,0.153,918,965,941.5,18.0,15.0,16.5,2,2,0,1,1,1.0,7,9,1.0,41,61,51.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
draft-arkko-arch-virtualization,0.2606,0.006,0.146,1999,151,1286.25,20.0,7.5,15.75,4,3,1,1,1,1.0,12,2,1.0,141,3,73.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-paik-icn-deployment-considerations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kampanakis-6man-ipv6-eh-parsing,0.0135,0.0135,0.013,114,114,114.0,3.0,3.0,3.0,1,1,0,1,1,1.0,5,5,1.0,8,8,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-pim-lasthop-threats,0.6228,0.0001,0.311,1726,25,875.5,7.0,4.5,5.75,2,1,0,1,1,1.0,11,2,1.0,85,3,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-scholl-idr-advisory,0.0608,0.0,0.03,304,4,154.0,16.0,0.0,8.0,2,1,0,1,0,0.5,5,1,0.5,22,1,11.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-tuexen-tsvwg-dtls-for-sctp,0.4522,0.0,0.29,1568,2,698.667,14.5,0.0,7.333,3,2,0,1,1,1.0,9,1,1.0,43,1,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-ecrit-mapping-arch,0.3752,0.3752,0.375,1880,1880,1880.0,16.5,16.5,16.5,1,1,0,1,1,1.0,8,8,1.0,46,46,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-iet-dkim-mailinglists,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-cooper-pkix-rfc5280-clarifications,0.0366,0.0366,0.037,178,178,178.0,11.0,11.0,11.0,1,1,0,1,1,1.0,4,4,1.0,6,6,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-simon-emu-rfc2716bis,0.2506,0.0,0.084,1890,1,650.667,14.5,3.5,8.333,3,1,0,1,1,1.0,10,1,1.0,46,1,17.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-pce-enhanced-errors,0.0377,0.0,0.009,245,0,114.4,15.0,18.5,11.8,5,1,1,1,0,0.6,4,0,0.6,20,0,8.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-jilongwang-opsawg-cyber-resource-property,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ahn-manet-clustering-architecture,0.0,0.0,0.0,0,0,0.0,8.5,8.5,8.5,2,0,0,1,1,1.0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-trill-ia-appsubtlv,0.1971,0.0006,0.099,1257,113,685.0,24.5,9.0,16.75,2,1,0,1,1,1.0,9,3,1.0,51,8,29.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-andersson-mpls-tp-oam-def,0.3696,0.0242,0.138,2840,251,917.4,17.0,7.0,11.1,5,5,0,1,0,0.6,12,2,0.6,104,13,37.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-dane-ops,0.0927,0.0003,0.046,1398,229,813.5,2.5,20.0,11.25,2,1,0,1,1,1.0,7,7,1.0,13,21,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-mcpherson-sattler-reporting-repository,0.0,0.0,0.0,9,9,9.0,2.5,2.5,2.5,2,0,0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-mediactrl-mrb,0.0371,0.0001,0.013,183,18,94.667,6.5,6.5,7.5,3,1,1,1,0,0.667,5,1,0.667,18,1,7.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-mohanty-bess-evpn-df-election,0.0496,0.0,0.015,790,25,268.8,14.5,3.0,12.4,5,3,1,1,0,0.8,5,1,0.8,32,3,15.4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bauer-mext-aero-topology,0.0001,0.0001,0.0,32,32,32.0,2.0,2.0,2.0,2,0,0,1,1,1.0,1,1,1.0,5,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hunt-secevent-distribution,0.2621,0.0007,0.089,1470,102,570.333,11.0,7.0,10.167,3,1,1,1,1,0.667,4,3,0.667,26,4,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
draft-scurtescu-secevent-simple-control-plane,0.0007,0.0001,0.0,102,50,76.0,7.5,0.0,3.75,2,0,0,1,1,1.0,3,1,1.0,4,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
draft-cbran-rtcweb-data,0.4976,0.0007,0.249,2086,22,1054.0,10.5,0.0,5.25,2,1,0,1,1,1.0,11,1,1.0,113,1,57.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-shih-imap-server-logout,0.0,0.0,0.0,1,1,1.0,6.0,6.0,6.0,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
draft-sarikaya-behave-netext-nat64-pmip,0.118,0.0002,0.059,1472,467,969.5,15.5,4.5,10.0,2,1,0,1,1,1.0,7,5,1.0,41,19,30.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-perreault-pim-igmp-mld-translation,0.4038,0.0332,0.218,1819,954,1386.5,5.0,7.0,6.0,2,2,0,1,1,1.0,11,9,1.0,61,58,59.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kumaki-actn-multitenant-vno,0.0001,0.0,0.0,15,2,8.5,10.5,1.5,6.0,2,0,0,1,1,1.0,1,1,1.0,6,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hellstrom-text-turntaking,0.0249,0.019,0.022,142,73,107.5,8.5,9.5,9.0,2,2,0,1,1,1.0,2,3,1.0,9,17,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-rohc-ikev2-extensions-hcoipsec,0.4372,0.0,0.109,732,11,305.6,14.5,4.5,8.2,5,2,0,1,1,0.8,9,2,0.8,45,2,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-dhc-rfc3315bis,0.522,0.0,0.143,3915,100,1268.875,23.0,6.0,14.75,8,5,1,1,1,1.0,10,3,1.0,109,4,38.75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-petithuguenin-p2psip-proportional-quota,0.4976,0.1394,0.267,2086,638,1224.667,10.5,11.5,14.0,3,3,0,1,1,1.0,11,7,1.0,113,42,60.333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-liu-6man-nd-nms-discovery,0.0083,0.0083,0.008,300,300,300.0,3.5,3.5,3.5,1,0,1,1,1,1.0,6,6,1.0,19,19,19.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-chen-lwip-implementataion,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bpw-pcp-nat-pmp-interworking,0.5331,0.0271,0.17,2628,560,1172.25,13.5,6.5,12.0,4,4,0,1,1,1.0,9,8,1.0,85,29,39.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
draft-alvestrand-rtcweb-msid,0.1812,0.1812,0.181,1251,1251,1251.0,21.5,21.5,21.5,1,1,0,1,1,1.0,10,10,1.0,44,44,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
draft-ietf-mmusic-sdpfrag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-thomson-git-using-github,0.6237,0.6237,0.624,6295,6295,6295.0,13.5,13.5,13.5,1,1,0,1,1,1.0,10,10,1.0,88,88,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-bonaventure-mptcp-experience,0.0137,0.0027,0.008,124,85,104.5,10.0,4.0,7.0,2,1,1,1,1,1.0,5,2,1.0,10,3,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kitamura-ipv6-ephemeral-address,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-tyoshino-hybi-websocket-perframe-deflate,0.0326,0.0326,0.033,269,269,269.0,2.0,2.0,2.0,1,1,0,1,1,1.0,2,2,1.0,2,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-fujiwara-dnsop-resolver-update,0.0,0.0,0.0,4,4,4.0,13.5,13.5,13.5,1,0,0,1,1,1.0,2,2,1.0,2,2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-opsawg-mib-floats,0.1184,0.1184,0.118,1719,1719,1719.0,16.5,16.5,16.5,1,1,0,1,1,1.0,6,6,1.0,25,25,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-basavaraj-lsr-ospf-gr-enhancements,0.3389,0.0,0.114,2395,7,847.667,24.5,3.0,13.333,4,1,1,1,1,1.0,9,1,1.0,50,1,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-hryckelynck-mail-accepted-by-previous-sending,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-mboned-lightweight-igmpv3-mldv2,0.0122,0.0,0.004,123,38,64.0,7.5,7.0,6.167,3,1,0,1,1,1.0,7,3,1.0,11,9,8.333,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-l2tpext-tdm,0.0248,0.0,0.012,481,6,243.5,7.0,4.5,5.75,2,1,0,1,1,1.0,6,1,1.0,13,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-moonesamy-senderid-spf-historic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-kaithal-dispatch-sip-log-information,0.0,0.0,0.0,3,3,3.0,0.0,0.0,0.0,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-jones-ipmc-session-id-reqts,0.1576,0.0024,0.06,1932,190,784.75,6.0,10.0,9.25,8,5,3,1,1,1.0,8,3,1.0,43,20,26.625,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-carpenter-renum-needs-work,0.7462,0.0077,0.254,4031,386,1546.333,16.0,18.5,13.333,3,1,2,1,1,0.667,12,9,0.667,87,22,38.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-nfsv4-ipv6,0.0,0.0,0.0,1,4,4.667,1.5,0.5,1.167,4,0,0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-reddy-tram-stun-path-data,0.1684,0.0129,0.056,1311,167,626.5,17.0,2.5,6.875,4,4,0,1,1,1.0,10,4,1.0,69,14,32.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-isis-te-metric-extensions,0.0562,0.0,0.028,1356,18,504.6,9.5,5.5,14.4,5,3,0,1,1,1.0,9,1,1.0,58,5,24.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-ippm-registry-passive,0.3257,0.0011,0.163,2213,48,1130.5,12.5,8.5,10.5,2,1,0,1,1,1.0,11,3,1.0,87,8,47.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-camarillo-hip-bone,0.2655,0.0003,0.127,1026,42,578.333,20.0,2.5,9.833,3,2,0,1,1,1.0,8,2,1.0,27,3,17.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-snr-bess-evpn-loop-protect,0.0422,0.0,0.012,325,3,87.75,9.5,4.5,5.375,5,1,2,1,0,0.75,5,1,0.75,17,1,5.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-busin-geopriv-location-qos-req,0.0219,0.0,0.011,100,2,51.0,6.5,0.0,3.25,4,1,0,1,1,1.0,4,1,1.0,8,1,4.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-rmt-bb-lct-revised,0.0147,0.0038,0.009,53,59,99.333,8.0,8.0,8.667,3,1,2,1,0,0.667,2,2,0.667,4,2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-nottingham-http-pipeline,0.331,0.331,0.331,1855,1855,1855.0,10.5,10.5,10.5,1,1,0,1,1,1.0,6,6,1.0,33,33,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-seantek-rdf-urn,0.0266,0.0266,0.027,263,263,263.0,5.0,5.0,5.0,1,1,0,1,1,1.0,5,5,1.0,15,15,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-mosko-icnrg-cachecontrol,0.0094,0.0094,0.009,69,69,69.0,12.5,12.5,12.5,1,1,0,1,1,1.0,3,3,1.0,3,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-tsvwg-ecn-l4s-id,0.0745,0.0019,0.038,838,128,483.0,24.0,5.5,14.75,2,1,0,1,1,1.0,9,6,1.0,36,12,24.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-rfc4020bis,0.0103,0.0103,0.01,173,173,173.0,7.0,7.0,7.0,1,1,0,1,1,1.0,6,6,1.0,15,15,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-thomson-tls-tls13-vectors,0.5583,0.5583,0.558,4566,4566,4566.0,11.5,11.5,11.5,1,1,0,1,1,1.0,11,11,1.0,67,67,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-stiemerling-alto-deployments,0.0951,0.0044,0.05,514,70,292.0,9.5,5.5,7.5,2,1,1,1,1,1.0,8,3,1.0,28,7,17.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
draft-lozano-rdap-nameservers-sharing-name,0.0019,0.0019,0.002,66,66,66.0,14.0,14.0,14.0,1,0,1,1,1,1.0,4,4,1.0,5,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-li-pana-interworking,0.0,0.0,0.0,18,7,12.5,0.5,0.0,0.25,2,0,0,0,1,0.5,2,1,0.5,6,2,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-ippm-ioam-direct-export,0.0486,0.0003,0.016,494,39,222.25,6.0,1.5,7.125,8,3,3,1,1,1.0,8,4,1.0,39,5,18.625,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-sidrops-rpki-tree-validation,0.001,0.0,0.001,185,24,104.5,9.0,5.5,7.25,2,0,0,1,1,1.0,4,4,1.0,6,4,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-mip4-rfc3344bis,0.1431,0.1431,0.143,750,750,750.0,16.0,16.0,16.0,1,1,0,1,1,1.0,5,5,1.0,23,23,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-sln-savi-mipv4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-houri-sipping-presence-scaling-requirements,0.4662,0.0,0.096,2428,4,516.4,15.0,1.5,6.3,5,2,0,1,1,0.8,8,1,0.8,35,2,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
draft-desmouceaux-ipv6-mcast-wifi-power-usage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-sathyanarayan-ipsecme-advpn,0.5467,0.0,0.101,1866,3,403.667,11.5,9.5,9.333,6,2,2,1,0,0.667,11,1,0.667,42,2,14.333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-perlman-trill-smart-endnodes,0.3926,0.0,0.086,1377,0,340.8,22.5,10.5,10.1,5,2,0,1,1,1.0,9,0,1.0,47,0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draft-ietf-suit-architecture,0.3631,0.0045,0.127,1473,54,567.667,18.5,18.0,13.167,4,2,1,1,0,0.667,9,3,0.667,45,4,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
